incident,command,service name,expansion
0,C:\WINDOWS\cwbrxd.exe,xboxgip,sys
0,C:\Windows\System32\DRIVERS\wanarp.sys,ccmsetup,-
0,systemroot\system32\drivers\e1i63x64.sys,Драйвер звука гарнитуры Microsoft Bluetooth,sys
0,C:\TEMP\eqscript\eqfiles.vbs,intcdaud.sys,sys
0,E:\Base\CronosPlusUser\ProSrv.exe,\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},-
1,-,Mediatek PCI LE Extensible Wireless LAN Card Driver,sys
0,systemroot\system32\driverstore\filerepository\ibtusb.inf_amd64_cef9c75b00b2f9b4\ibtusb.sys ,Zoho Assist-Remote Support,exe
0,systemroot\system32\drivers\vnaap.sys,bcmfn2,sys
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 6af5b541-fc36-4929-be3d-ac8f5cbc3a87 --version 6.04.10044 --silent.,NetBT,sys
0,C:\Windows\System32\drivers\mslldp.sys,Аудио драйвер USB (WDM),sys
0,C:\Temp\nprintingscript\nprintingcount.ps1,btobto,exe
0,-,rtkauduservice64.exe,exe
1,C:\Windows\System32\drivers\aswRvrt.sys,\User_and_FIL_User_Changes_From_SQL,bat
0,C:\Windows\System32\drivers\aswbidsh.sys,Драйвер адаптера Intel(R) Wireless для Windows 10 64 Bit,sys
0,C:\Windows\System32\drivers\BthEnum.sys,\AsusSystemAnalysis_754F3273-0563-4F20-B12F,exe
0,C:\Windows\System32\drivers\xboxgip.sys,aswVmm,sys
0,-,NativeWifiP,sys
0,systemroot\system32\drivers\bthhfaud.sys,\ASR-Startup.,exe
0,systemroot\system32\drivers\intcdaud.sys,\WpsExternal_EBadula_20220823122333,exe
0,-,Bresler SPAOPCServer,exe
0,\SystemRoot\System32\drivers\mtkwlex.sys,Aladdin IFD Handler,sys
1,C:\Program Files (x86)\ZohoMeeting\ZAService.exe run -SessionType ASSIST -productID 1,\rpa.reports_on_individuals.,py
0,C:\Windows\System32\drivers\bcmfn2.sys,FgstToolDrv,sys
0,C:\Windows\System32\DRIVERS\netbt.sys,\{6D459504-73F3-4BB1-A2B3,exe
0,systemroot\system32\drivers\usbaudio.sys,K-11 Autoupdate service,exe
1,C:\Windows\system32\cmd.exe /Q /c echo tasklist ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat,\Report NewUsers Last24,ps1
0,systemroot%\system32\driverstore\filerepository\realtekservice.inf_amd64_3a95f53a763a6ba1\rtkauduservice64.exe,Intel(R) PRO/1000 PCI Express Network Connection Driver,sys
0,C:\Scripts\User_and_FIL_User_Changes_From_SQL\User_and_FIL_User_Changes_From_SQL.bat,\TVT\TVSUUpdateTask_UserLogOn,exe
0,systemroot\system32\drivers\netwtw10.sys,klpnpflt.KES-21-9,sys
0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_6d80c4e5e6c9db97\ASUSSystemAnalysis\AsusSystemAnalysis.exe -j0,"\SputnikUpdateTaskMachineCore
\SputnikUpdateTaskMachineUA",exe
1,C:\Windows\System32\drivers\aswVmm.sys,MOXA UPort 1110/1130/1150 Windows Driver,vbs
0,C:\Windows\System32\DRIVERS\nwifi.sys,Intel(R) Serial IO UART Driver v2.,sys
1,C:\Program Files (x86)\Advanced System Repair Pro 1.9.9.2.0\AdvancedSystemRepairPro.exe /minimize,ComputerZ_x64,sys
0,C:\Users\EBadula\AppData\Local\Kingsoft\WPS Office\11.2.0.11254\office6\wpscloudsvr.exe /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external, Realtek USB FE/GbE NIC Family Windows 10 64-bit Driver,-
0,WPS Office,HP Support Solutions Framework Service,exe
0,c:\program files (x86)\релематика\микра\drivers\spaopcserver.exe /w.,Intel® PROSet/Wireless Service,exe
0,systemroot\system32\drivers\aldnifdh.sys,"	Intel(R) Capability Licensing Service TCP IP Interface",exe
1,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.py src\robot.py,PBF Proxy Servic,vbs
0,system32\drivers\fgsttooldrv.sys,"\AnVir Task Manager
\Anvirlauncher",exe
1,C:\Users\user\AppData\Local\Microsoft\Teams\Update.exe,\AppId update task for siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,ps1
0,c:\program files\monitel\ck-11\client\autoupdaterservice.exe,Algorius Net Viewer Service,exe
1,C:\Scripts\ReportNewUsers\Last24NewUsers.ps1,equipment-event-handler-module,exe
1,systemroot\system32\drivers\e1i65x64.sys,Outbyte Driver Updater,sys
0,"C:\Program Files (x86)\Lenovo\System Update\tvsuShim.exe /CM -search R -action INSTALL -includerebootpackages 1,3,4,5 -noicon -noreboot -nolicense -defaultupdate -schtask",klids.KES-21-9,sys
0,C:\Windows\system32\DRIVERS\KES-21-9\klpnpflt.sys,Citrix USB Monitor Driver,-
0,C:\Program Files (x86)\Sputnik\Update\SputnikUpdate.exe /c C:\Program Files (x86)\Sputnik\Update\SputnikUpdate.exe /ua /installsource scheduler,"klhk
klflt",sys
1, \SystemRoot\System32\drivers\mxuwdrv2.vbs,\rpa.incoming_bank_documents,cmd
0,systemroot\system32\driverstore\filerepository\ialpss2_i2c_cnl.inf_amd64_666eecf21665eb26\ialpss2_i2c_cnl.sys,\ASUS\ASUSUpdateTaskMachineCore1d8bd92f08e47ef,exe
0,C:\Program Files (x86)\Ludashi\ComputerZ_x64.sys,Virtual WiFi Miniport Service,sys
1,-,LxssManagerUser_d9cde,exe
0,c:\program files (x86)\hewlett-packard\hp support solutions\hpsupportsolutionsframeworkservice.exe,grdusb,sys
0,c:\windows\system32\driverstore\filerepository\piecomponent.inf_amd64_7ad571204ec9fcd3\intel_pie_service.exe.,\Update for Yandex Telemost,exe
0,intel_pie_service.exe ,\RtkAudUService64_BG,exe
1,SystemRoot%\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\SocketHeciServer.exe,\Chrome_Terminate,exe
0,C:\POSConnector\PbfProxy\PbfProxy.vbs --svc,cdfs,sys
1,C:\Program Files (x86)\AnVir Task Manager Free\anvir.exe Minimized C:\Program Files (x86)\AnVir Task Manager Free\anvirlauncher.exe,MongoDB Server,exe
1,C:\salt\salt-call --local state.ps1 states.get_app_id queue=True saltenv=siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,\Clear_IIS_Logs,ps1
0,c:\program files\algorius\netviewer\netviewerservice.exe,\CCleanerCrashReporting,exe
0,C:\equipment-web-app\backend\workDir\event-handler-module\equipment-event-handler-module.exe,klelam,sys
0,C:\Program Files (x86)\Outbyte\Driver Updater\DriverUpdater.sys,BTHPORT,sys
0,C:\ProgramData\Kaspersky Lab\KES.21.9\Bases\klids.sys,MsSecCore,sys
0,-,\CCleanerCrashReporting.,exe
1,\systemroot\system32\drivers\klhk.sys \systemroot\system32\drivers\klpnpflt.sys \systemroot\system32\drivers\klflt.sys,Digi AnywhereUSB Manager,vbs
0,C:\rpa\rpa.incoming_bank_documents\venv\Scripts\pythonw.exe src\robot.cmd run_supervisor,\AsusSystemAnalysis_754F3273-0563-4F20-B12F,-
0,C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe /c.,\Intel\Intel(R) Optane(TM) Memory - Volume Optimization,-
0,systemroot\system32\drivers\vwifimp.sys,klupd_KES-21-9_mark,sys
0,C:\Windows\system32\svchost.exe -k LxssManagerUser -p,"CK11SupervisorSvc
CK11LogWriterService",exe
0,SystemRoot\system32\DRIVERS\grdusb.sys,pdf24,exe
0,C:\Users\user\AppData\Roaming\Yandex\YandexTelemost\1.0.30.1054\YandexTelemost.exe --background-update,Служба Google Update (gupdate),exe
0,C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_d92d7bec4b020758\RtkAudUService64.exe -background.,intel(r) content protection hdcp service,exe
0,C:\Windows\1C_Task\Chrome_terminate.exe,ASCON,exe
0,C:\Windows\System32\DRIVERS\cdfs.sys,\DSSL\SynchronizeTime,exe
0,C:\Program Files\MongoDB\Server\5.0\bin\mongod.exe ,fjtwsvic.exe,exe
1,C:\Scripts\Clear_IIS_Logs.ps1,0000009F797FB108607019797,exe
1,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid bb734577-43f5-4160-92b2-b477bb57832c --version 6.04.10044 --silent,cpuz136,sys
0,C:\Windows\System32\DRIVERS\klelam.sys,\NVIDIA GeForce Experience SelfUpdate_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvBatteryBoostCheckOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},exe
1,C:\Windows\System32\drivers\BTHport.sys,TurboCleanerMonitorSkipUAC,exe
1,C:\Windows\System32\drivers\msseccore.sys,Wildfly,exe
1,C:\\Program Files\\CCleaner\\CCleanerBugReport.exe</Command>\r\n      <Arguments>--product 90 --send dumps|report --path \C:\\Program Files\\CCleaner\\LOG\ --programpath \C:\\Program Files\\CCleaner\ --configpath \C:\\Program Files\\CCleaner\\Setup\ --guid \bb734577-43f5-4160-92b2-b477bb57832c\ --version \6.04.10044\ --silent,CZCBPassGuardXInputService,exe
0,C:\Program Files\Digi\AnywhereUSBManager\awusbmanager.vbs -s,IndirectKmd,sys
0,-,PptpMiniport,sys
0,-,\ClearLogExchange,ps1
1,C:\Windows\System32\Drivers\klupd_KES-21-9_mark.sys,C:\Program Files\1cv8\common\1cestart.exe,cmd
0,c:\program files\monitel\ck-11\client\supervisor.exe c:\program files\monitel\ck-11\client\logwriter.exe,aswArPot,sys
1,C:\Program Files\PDF24\pdf24.exe -service,\Microsoft\Windows\PLA\System\{1BA21444-DFF2-4DA5-950A-5CD5917D144C}_System Diagnostics,vbs
0,c:\program files (x86)\google\update\googleupdate.exe /svc.,PFU.PaperStream.Capture.ReleaseService,exe
1,"SystemRoot%\system32\intelcphdcpsvc.exe, ",\AppId update task for,sls
0,c:\program files (x86)\ascon\ascon diagnostics service\ascon.csc.diagnosticservice.exe,\Temp\jCzKxThd.tmp,exe
1,%windir%\system32\sc.exe start w32time task_started,AmneziaVPNWireGuardService,ps1
1,c:\windows\twain_32\fjicube\fjtwsvic.exe,C:\ProgramData\Package Cache\{d669a812-7ea3-4eb7-9665-2d082cabdd38}\Setup.exe,exe
1,C:\Tools\SunloginClientSOS_1.2.1.58835_x64.exe --mod=servicesvc,360netmon,sys
1,C:\Users\DANENK~1\AppData\Local\Temp\11\cpuz136\cpuz136_x64.sys,AD Computers Move FIL,ps1
1,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA GeForce Experience.exe,\rpa.reports_on_individuals,exe
1,-\NvDriverUpdateCheckDaily_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}  - C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe -d C:\Program Files\NVIDIA Corporation\NvDriverUpdateCheck -l 3 -f C:\ProgramData\NVIDIA\NvContainerDriverUpdateCheck.log,\Windows.Deployment.LogrotateTask,bat
1,-\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} - C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,C:\Scripts\AD_Move_User_PC_and_Users_To_OU_FIL\Move_User_Users_to_OU_FIL.ps1,ps1
0,-\NvBatteryBoostCheckOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} - C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe -d C:\Program Files\NVIDIA Corporation\NvBackend\NvBatteryBoostCheck -l 3 -f C:\ProgramData\NVIDIA\NvContainerBatteryBoostCheck.log,klnagent,exe
0,-\NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}  - C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,kl deployment wrappe,-
0,-\NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} - C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,igfxn,sys
1,-\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} - C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,\SamsungMagician,exe
1,C:\Program Files\TurboCleaner\TCleanerTray.exe,\CreateExplorerShellUnelevatedTask,exe
0,C:\wildfly\bin\service\amd64\wildfly-service.exe //RS//Wildfly,ITECIR Infrared Receiver,sys
0,C:\Windows\SysWOW64\CZCBPassGuardNew\CZCBPassGuardXInputService.exe,Andrea RT Filters Service,exe
0,C:\Windows\System32\drivers\IndirectKmd.sys,asus,exe
0,C:\Windows\System32\drivers\raspptp.sys,KS Remote Monitoring Agent,exe
0,C:\Scripts\Clean_Exchange_log.ps1,klbackupdisk.KES-21-9,sys
0,C:\Windows\1C_Task\Chrome_terminate.cmd,dsm dup biosverifysrv,exe
0,C:\Windows\System32\drivers\aswArPot.sys,wanarpv6,sys
1,C:\Windows\system32\asdqwer.vbs,MOXA UPort 1110/1130/1150 Windows Driver,sys
0,c:\program files (x86)\fiscanner\paperstream capture\pfu.paperstream.capture.releaseservice.exe,RFCOMM,sys
0,C:\salt\salt-call --local state.sls states.get_app_id queue=True saltenv=siem.core.24.1.4256.883f41e13cd5897278d12e186c2ebed1,BthLEEnum,sys
0,cmd.exe /C netstat -ano > %windir%\Temp\jCzKxThd.tmp 2>&1 cmd.exe /C tasklist /svc > %windir%\Temp\FkDWzPsk.tmp 2>&1,kaspersky lab klbackupdisk,sys
1,C:\Program Files\AmneziaVPN\wireguard\wireguard-service.ps1 --run C:/Users/KalashkinAE/AppData/Local/Temp/AmneziaVPN.WireGuard0.conf,\AD Топ-менеджеры Add Users,exe
1,C:\Windows\system32\pcalua.exe -a C:\ProgramData\Package Cache\{d669a812-7ea3-4eb7-9665-2d082cabdd38}\Setup.exe -c  /uninstall,Kontur.Dostup Elevation Service,exe
1,C:\Windows\system32\drivers\360netmon.sys,webthreatdefusersvc_be0f1,exe
0,C:\Scripts\AD_Computers_Move_FIL\Move_fil_PCs_to_OU.ps1\,NdisCap,sys
1,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.exe src\robot.py run_supervisor,PSEXESVC,exe
1,C:\ProgramData\Positive Technologies\Logrotate\logrotaterun.bat,AD Computers Move FIL,txt
0,C:\Scripts\AD_Move_User_PC_and_Users_To_OU_FIL\Move_User_Users_to_OU_FIL.ps1,CaptureService_d4174,-
1,C:\Program Files (x86)\Kaspersky Lab\NetworkAgent\klnagent.exe,cpcsp,cmd
0,-,"system32\drivers\file_protector.sys
",sys
1,systemroot\system32\driverstore\filerepository\iigd_dch.inf_amd64_474401a9c114a4c1\igdkmdn64.sys ,\Microsoft\VisualStudio\Updates\BackgroundDownload,exe
1,C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagician.exe,Driver Booster Update,bat
0,C:\Windows\explorer.exe /NOUACCHECK,klpnpflt.sys,sys
0,systemroot\system32\drivers\itecir.sys,NvStreamKms.sys,exe
0,c:\program files\realtek\audio\hda\aertsr64.exe.,klupd_KES-21-9_klbg,sys
0,C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe,klwtp.KES-21-9,sys
1,c:\program files (x86)\hostmonitor\rma-win\rma.exe /service,AutoScsiService,exe
0,C:\Windows\System32\Drivers\klupd_KES-21-9_klark.sys,\{E2A20256-3909-4929-AAD8,-
1,C:\Dell\UpdatePackage\biosie\BIOSVerifySrv.exe,MongoDB Server,sys
0,C:\Users\user~1\AppData\Local\Temp\b14b4d65-1506-4250-9e02-3c2223fffe07\NIC_Mellanox_CX5_Firmware\mst64.sys,\RTKCPL,exe
0,C:\Windows\System32\DRIVERS\wanarp.sys,c:\program files (x86)\microsoft\edge\application\89.0.774.68\elevation_service.exe,exe
0,\SystemRoot\System32\drivers\mxuwdrv2.sys,\RecyclePools,exe
1,C:\Windows\System32\drivers\rfcomm.sys,C:\Scripts\Maestro_Group\Maestro_Users_Add.ps1,ps1
0,C:\Windows\System32\drivers\Microsoft.Bluetooth.Legacy.LEEnumerator.sys, Intel(R) Content Protection HDCP Service,exe
0,systemroot\system32\drivers\klbackupdisk.sys,PDF24,-
0,C:\Scripts\Top_Managers_Group\Top_Managers_Group_User.exe,NdisTapi,sys
0,C:\Users\User\AppData\Local\SkbKontur\Kontur.Dostup\4.8.0.3965\Kontur.Dostup.Abonent.exe SessionID=1,netwtw06.sys,sys
0,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p.,NVIDIA Display Driver Service,exe
0,C:\Windows\System32\drivers\ndiscap.sys,c:\users\user~1\appdata\local\temp\2\364ca4b4-70db-4af2-b035-8eb477fe38dc\iqvsw64e.sys,sys
1,%SystemRoot%\PSEXESVC.exe,360FsFlt mini-filter driver,exe
1,C:\Scripts\AD_Computers_Move_FIL\Move_fil_PCs_to_OU.txt,webthreatdefusersvc_be0f1,bat
0,-,Realtek Ethernet controller network driver,sys
0,%SystemRoot%\system32\ghjyutd.cmd -k cpcsp,afunix,sys
0,system32\drivers\file_protector.sys,klgse.KES-21-9,sys
1,C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,qmbsrv,exe
1,C:\Program Files(x86)\IObit\Driver Booster\9.4.0\AutoUpdate.bat,Bonjour Service,exe
0,system32\drivers\kes-21-13\klpnpflt.sys,Citrix USB Monitor Driver,sys
1,C:\windows\system32\CredentialEnrollmentManager.exe,WireGuard Manager,exe
0,C:\windows\system32\svchost.exe -k UnistackSvcGroup,ksnproxy,exe
0,C:\Windows\System32\Drivers\klupd_KES-21-9_klbg.sys,\DRPNPS,exe
0,C:\Windows\system32\DRIVERS\KES-21-9\klwtp.sys,Windows Check Point Endpoint Client Watchdog,exe
1,C:\WINDOWS\system32\rundll32.exe  C:\WINDOWS\SYSTEM32\CZCBBA~2.DLL,\rpa.reports_on_individuals.,exe
0,-,\install Realtek Audio UWP Services,-
0,C:\Program Files\MongoDB\Server\5.0\bin\mongod.sys ,silabser.sys,sys
1,C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe -s,\Get certificates-v2,exe
1,#ИМЯ?,C:\Windows\explorer.exe,exe
0,c:\program files (x86)\microsoft\edge\application\89.0.774.68\elevation_service.exe - edge,VirtualRender,sys
0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File C:\schedule\RecyclePools.ps1.,postgresql-x64-11,exe
1,C:\Scripts\Maestro_Group\Maestro_Users_Add.ps1,Подсистема Windows для Linux,cmd
1,systemroot%\system32\driverstore\filerepository\iigd_dch.inf_amd64_7235e197535e8934\intelcphdcpsvc.exe ,cyber-eureka-module,exe
0,-,\ASUS\ASUS Product Register Service,-
0,C:\Windows\System32\DRIVERS\ndistapi.sys,Realtek Bluetooth Filter Driver,sys
1,systemroot\system32\drivers\netwtw06.sys,\WpsUpdateTask_user,exe
1,systemroot%\system32\nvvsvc.exe,\Generate application links task,sls
0,c:\users\user~1\appdata\local\temp\2\364ca4b4-70db-4af2-b035-8eb477fe38dc\iqvsw64e.sys.,Firebird Server - DefaultInstance,exe
0,Относится к  Intel QV Windows (64-bit) Module E. Необходимо добавить исключение по DeviceCustomString4.,ndproxy,sys
1,C:\Program Files (x86)\360\Total Security\safemon\QHActiveDefense.exe,vmvss,exe
0,C:\WINDOWS\system32\ssadqwe.bat -k LocalSystemNetworkRestricted -p.,Guardant USB service,sys
0,\systemroot\system32\drivers\rt64win7.sys,aswNetHub,sys
0,C:\Windows\SysWOW64\drivers\afunix.sys,UcmUcsiCx0101,sys
0,C:\Windows\System32\DRIVERS\KES-21-9\klgse.sys,KLACDT_Service,exe
1,C:\Program Files (x86)\Tencent\QQPCMgr\16.8.24465.209\qmbsrv.exe,\SIEM\Export AD Users Accounts,vbs
1,C:\IDIS Center\Client\mDNSResponder.exe,\Cronos start Task,exe
0,systemroot\system32\drivers\ctxusbm.sys,Check Point Virtual Network Adapter - Apollo,exe
1,C:\Program Files\WireGuard\wireguard.exe,\EPM Preload,exe
0,C:\Program Files (x86)\Kaspersky Lab\NetworkAgent\ksnproxy.exe,Mozilla Maintenance Service,exe
0,mshta.exe http://update.drp.su/nps/offline/bin/tools/run.hta 17.7.33 Offline 1661836839972 7b7424aa-2d12-4d6f-b79b-e4f824478408,"\AMD RELAUNCHER
\StartCN",exe
0,c:\program files (x86)\checkpoint\endpoint connect\watchdog\epwd.exe,kaspersky security center web console management service,exe
0,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.exe src\robot.py,intel(r) hd graphics control panel service,exe
0,-,\ETW Host Service Updater v16,-
1,systemroot\system32\drivers\silabser.sys,\start UEO,bat
1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,ASTRA64 Kernel Driver 1.0.0.1,sys
1,C:\Windows\explorer.exe /NOUACCHECK,C:\Program Files\1cv8\common\1cestart.vbs,vbs
0,C:\Windows\System32\DriverStore\FileRepository\vrd.inf_amd64_81fbd405ff2470fc\vrd.sys,HidIr,sys
0,c:\program files\postgresql\11\bin\pg_ctl.exe runservice -n postgresql-x64-11 -d c:\program files\postgresql\11\data -w,RsFx0204 ,sys
0,C:\Program Files\WindowsApps\MicrosoftCorporationII.WindowsSubsystemForLinux_1.1.3.0_x64__8wekyb3d8bbwe\wslservice.cmd,HwNClx0101,sys
0,C:\equipment-web-app\backend\workDir\eureka-module\equipment-eureka-module.exe,KDService,exe
0,-,\Start1C,-
0,systemroot\system32\drivers\rtkbtfilter.sys,SQL Server Distributed Replay Controller,exe
0,C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11417\office6\wpsupdate.exe,\Send Push,exe
0,C:\salt\salt-call --local state.sls states.generate_applinks queue=True saltenv=siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,KLHK.KES-21-9,sys
1,c:\program files (x86)\firebird\firebird_2_5\bin\fbserver.exe -s defaultinstance,AppleLowerFilter,exe
0,C:\Windows\System32\DRIVERS\NDProxy.sys,c:\program files (x86)\microsoft visual studio\shared\common\diagnosticshub.collection.service\standardcollector.service.exe,exe
0,C:\Windows\system32\dllhost.exe /Processid:{6AB546DB-200B-40DB-AFCB-97FE4D560BB0},mshidumdf,sys
1,systemroot\system32\drivers\grdusb.sys,"\AD Ролевая модель РООК, ст.МОКК, МОКК",ps1
0,C:\Windows\System32\drivers\aswNetHub.sys,asusm,exe
0,C:\Windows\System32\Drivers\UcmUcsiCx.sys,rtusb.sys,sys
1,systemroot%\klacdt\klacdt.exe,360Safe Camera Filter Service,sys
0,D:\SIEM\DOMAIN_Export_AD_Users.vbs,CredentialEnrollmentManagerUserSvc_105e156,exe
0,E:\Base\CronosPlusUser\ProSrv.exe,Modem,sys
1,C:\Program Files (x86)\CheckPoint\Endpoint Connect\vna_utils.exe,\Microsoft\VisualStudio\VSIX Auto Update,bat
0,C:/Program Files (x86)/Xerox/Easy Printer Manager/EPM2DotNetHandler.exe,cbdhsvc_47419d9d,exe
0,c:\program files (x86)\mozilla maintenance service\maintenanceservice.exe,\DSSL\SynchronizeTime,exe
0,C:\AMD\AMDSoftwareInstaller\amd-software-adrenalin-edition-22.11.2-minimalsetup-221207_64bit\\Bin64\InstallManagerApp.exe /CHIPSETSUCCESS /CHIPSET /LOCAL0 /HIDEEULA /FROMCLEANINSTALL -DefView=1 -AMDPrivacyView=0 C:\Program Files\AMD\CNext\CNext\cncmd.exe startwithdelay,USystemAgentSystem,exe
0,c:\program files\kaspersky lab\kaspersky security center web console\vendor\srvlauncher\srvlauncher.exe,\mfa_to_prometheus,exe
1,systemroot%\system32\igfxcuiservice.exe,\CreateExplorerShellUnelevatedTask,bat
0,-,WinNat,sys
0,\pс-aa01\c$\scripts\UEO_scripts\start.bat,tcpipreg,sys
0,D:\Distr\Система\info\astra32\ASTRA64.sys,\TechPulseUpdater,exe
0,C:\Windows\1C_Task\Chrome_terminate.vbs,mpksla9a3bf02.sys,sys
0,C:\Windows\System32\drivers\hidir.sys,драйвер сетевого адаптера broadcom 802.11,sys
0,C:\Windows\System32\DRIVERS\RsFx0204.sys ,ReportServer$SQLPRUEBAS,exe
0,C:\Windows\System32\Drivers\mshwnclx.sys,\Process Explorer-user,EXE
1,c:\program files\kdservice\bin\kdservice.exe,Запуск скрипта EQ,ps1
0,-,klupd_KES-21-9_klark,sys
0,C:\Program Files (x86)\Microsoft SQL Server\110\Tools\DReplayController\DReplayController.exe,GoogleUpdater Service 117.0.5860.0,exe
1,C:\Program Files\TrueConf Server\php\php.exe -c C:\Program Files\TrueConf Server\php\php.ini -f C:\Program Files\TrueConf Server\httpconf\site\scripts\scheduler\push\manager.php -- --type=all;,WiMan Service,bat
0,\Delete slideshow files,\Backup scripts,bat
0,C:\Windows\system32\DRIVERS\KES-21-9\klhk.sys,Windows: Aladdin IFD Handler,sys
0,\SystemRoot\System32\drivers\AppleLowerFilter.exe,Intel(R) Capability Licensing Service TCP IP Interface,exe
1,c:\program files (x86)\microsoft visual studio\shared\common\diagnosticshub.collection.service\standardcollector.service.exe,\1C_LogOFF,ps1
1,C:\Windows\System32\drivers\mshidumdf.sys,C:\TEMP\User\eqfiles.ps1,ps1
1,C:\Scripts\RoleModel\FIL.RoleModel.ps1,Empty Standby List,exe
1,C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe,\rpa.incoming_bank_documents,exe
0,systemroot\system32\drivers\rtusb.sys,\Uninstaller_SkipUac_user,exe
1,System32\Drivers\360Camera64.sys,\Cronos,ps1
1,C:\\WINDOWS\\system32\\CredentialEnrollmentManager.exe,\Microsoft\Windows\SMB\UninstallSMB1ServerTask,exe
0,C:\Windows\System32\drivers\modem.sys,aswbIDSAgent,exe
0,C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.bat,\VoiceControlEngine,-
0,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p,\ResetIISPools,exe
0, %windir%\system32\sc.exe start w32time task_started,\StartDVR,exe
0,c:\program files\usystem\agentserver\bin\usagent.exe, Logicool SetPoint KMDF Mouse Filter Driver,sys
0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -f C:\MFA\psscripts\sum_to_prometheus.ps1,Служба Google Update (gupdatem),exe
1,C:\Windows\assdqw.bat /NOUACCHECK,TcHardWare,ps1
0,C:\Windows\System32\drivers\winnat.sys,MSSQLFDLauncher$SQLPRUEBAS,exe
0,C:\Windows\System32\drivers\tcpipreg.sys,\TVT\TVSUUpdateTask,exe
0,C:\Program Files (x86)\Hewlett-Packard\HP Touchpoint Manager\Tools\TAInstaller.exe --install --deployer TPM,nvlddmkm,sys
0,- \MSITechPulseUpdater C:\Program Files (x86)\HP\HP Touchpoint Analytics Client Installer\TAInstaller.exe --install --deployer,\CleanerBugReport.exe --product 90,exe
0,c:\programdata\microsoft\windows defender\definition updates\default\mpksla9a3bf02.sys,Сетевой адаптер Realtek Wireless LAN 802.11n USB 2.0,sys
